"it_abalienare","https://en.wiktionary.org/?curid=232749#Italian"
"it_abbacare","https://en.wiktionary.org/?curid=194377#Italian"
"it_abbacchiare","https://en.wiktionary.org/?curid=194378#Italian"
"it_abbacchiarsi","https://en.wiktionary.org/?curid=298441#Italian"
"it_abbacinare","https://en.wiktionary.org/?curid=298823#Italian"
"it_abbacinarsi","https://en.wiktionary.org/?curid=4016009#Italian"
"it_abbadare","https://en.wiktionary.org/?curid=4016024#Italian"
"it_abbagliare","https://en.wiktionary.org/?curid=298436#Italian"
"it_abbaiare","https://en.wiktionary.org/?curid=71447#Italian"
"it_abballare","https://en.wiktionary.org/?curid=1315036#Italian"
"it_abballinare","https://en.wiktionary.org/?curid=4016066#Italian"
"it_abballottare","https://en.wiktionary.org/?curid=4126376#Italian"
"it_abballottarsi","https://en.wiktionary.org/?curid=4126377#Italian"
"it_abbambinare","https://en.wiktionary.org/?curid=4694408#Italian"
"it_abbancare","https://en.wiktionary.org/?curid=4694451#Italian"
"it_abbandonar","https://en.wiktionary.org/?curid=1423583#Italian"
"it_abbandonare","https://en.wiktionary.org/?curid=71450#Italian"
"it_abbandonarsi","https://en.wiktionary.org/?curid=102845#Italian"
"it_abbarbagliare","https://en.wiktionary.org/?curid=1808859#Italian"
"it_abbarbare","https://en.wiktionary.org/?curid=4694498#Italian"
"it_abbarbicare","https://en.wiktionary.org/?curid=1142897#Italian"
"it_abbarbicarsi","https://en.wiktionary.org/?curid=1142900#Italian"
"it_abbarcare","https://en.wiktionary.org/?curid=4015967#Italian"
"it_abbarrare","https://en.wiktionary.org/?curid=4694541#Italian"
"it_abbaruffare","https://en.wiktionary.org/?curid=1808906#Italian"
"it_abbaruffarsi","https://en.wiktionary.org/?curid=1808921#Italian"
"it_abbassare","https://en.wiktionary.org/?curid=71451#Italian"
"it_abbassarsi","https://en.wiktionary.org/?curid=102847#Italian"
"it_abbastare","https://en.wiktionary.org/?curid=4016107#Italian"
"it_abbatacchiare","https://en.wiktionary.org/?curid=4694580#Italian"
"it_abbattere","https://en.wiktionary.org/?curid=102852#Italian"
"it_abbattersi","https://en.wiktionary.org/?curid=102850#Italian"
"it_abbatuffolare","https://en.wiktionary.org/?curid=4694629#Italian"
"it_abbelire","https://en.wiktionary.org/?curid=713467#Italian"
"it_abbellare","https://en.wiktionary.org/?curid=1315046#Italian"
"it_abbellire","https://en.wiktionary.org/?curid=71260#Italian"
"it_abbellirsi","https://en.wiktionary.org/?curid=1639222#Italian"
"it_abbendare","https://en.wiktionary.org/?curid=4235279#Italian"
"it_abbeverare","https://en.wiktionary.org/?curid=813900#Italian"
"it_abbeverarsi","https://en.wiktionary.org/?curid=1196907#Italian"
"it_abbiadare","https://en.wiktionary.org/?curid=4694677#Italian"
"it_abbicare","https://en.wiktionary.org/?curid=3929895#Italian"
"it_abbigliare","https://en.wiktionary.org/?curid=1115234#Italian"
"it_abbigliarsi","https://en.wiktionary.org/?curid=570566#Italian"
"it_abbinare","https://en.wiktionary.org/?curid=636887#Italian"
"it_abbinarsi","https://en.wiktionary.org/?curid=2080665#Italian"
"it_abbindolare","https://en.wiktionary.org/?curid=1142978#Italian"
"it_abbioccare","https://en.wiktionary.org/?curid=1639779#Italian"
"it_abbioccarsi","https://en.wiktionary.org/?curid=1639781#Italian"
"it_abbiosciare","https://en.wiktionary.org/?curid=4694721#Italian"
"it_abbisciare","https://en.wiktionary.org/?curid=4694763#Italian"
"it_abbisognare","https://en.wiktionary.org/?curid=963046#Italian"
"it_abbittare","https://en.wiktionary.org/?curid=4695028#Italian"
"it_abboccare","https://en.wiktionary.org/?curid=813603#Italian"
"it_abboffarsi","https://en.wiktionary.org/?curid=1143022#Italian"
"it_abbominare","https://en.wiktionary.org/?curid=1655768#Italian"
"it_abbonacciare","https://en.wiktionary.org/?curid=1809039#Italian"
"it_abbonacciarsi","https://en.wiktionary.org/?curid=1809069#Italian"
"it_abbonare","https://en.wiktionary.org/?curid=71452#Italian"
"it_abbonarsi","https://en.wiktionary.org/?curid=1300624#Italian"
"it_abbondare","https://en.wiktionary.org/?curid=73103#Italian"
"it_abbonire","https://en.wiktionary.org/?curid=1639787#Italian"
"it_abbonirsi","https://en.wiktionary.org/?curid=1639788#Italian"
"it_abbordare","https://en.wiktionary.org/?curid=71453#Italian"
"it_abborracciare","https://en.wiktionary.org/?curid=1629539#Italian"
"it_abborrare","https://en.wiktionary.org/?curid=4695093#Italian"
"it_abborrire","https://en.wiktionary.org/?curid=1302189#Italian"
